Classifier,feature selection,sampling,cost sensitive,feature selection id,precision,recall,auc,kappa
rf,true,false,true,FS_R10_1,0.6785938809723386,0.891404583304659,0.8776867705880279,0.682804015166263
rf,true,false,true,FS_R9_1,0.6527894825551998,0.9037100412226803,0.8723326694262254,0.6598139984454796
rf,true,false,false,FS_R12_1,0.9198368806211944,0.7917488099245084,0.9141401477774846,0.7989098719576089
rf,true,false,true,FS_R11_1,0.7812971342383107,0.8388178821352148,0.8773381460746538,0.737262235763146
rf,true,false,true,FS_R9_1,0.6837179185307276,0.9033989266547406,0.88256134149604,0.6908586028670244
rf,true,false,true,FS_R10_1,0.6378954607977991,0.8936067717294061,0.8650849823170312,0.6428373923443871
rf,true,false,true,FS_R12_1,0.7856691634329032,0.8372361398278598,0.8742089450074227,0.7337031410435765
rf,true,false,true,FS_R10_1,0.6605822668638148,0.8916110384694791,0.8720028584808592,0.66516618859246
rf,true,false,true,FS_R11_1,0.7164451009354997,0.8415360592215604,0.8610917467624009,0.6838754743760145
rf,true,false,true,FS_R11_1,0.7562093204894559,0.8399167196807588,0.871442236156387,0.7174069570097257
rf,true,false,true,FS_R12_1,0.7355055899588546,0.8509400394287637,0.8659711416291164,0.6984470162337519
rf,true,false,true,FS_R12_1,0.7521516829995739,0.8488243496658172,0.8700273580789819,0.7120885589473749
mlp,true,true,false,FS_R4_1,0.40184177480117206,0.41060735671514115,0.6615658988146157,0.30349492652382537
mlp,true,true,false,FS_R5_1,0.4703840312432198,0.7046968958231757,0.7723291324721284,0.45398258126959784
mlp,true,true,false,FS_R6_1,0.46245823808686476,0.8092307692307692,0.8812800098692761,0.48587830169046436
mlp,true,true,false,FS_R7_1,0.5069543313985325,0.5580470162748644,0.7525482027904845,0.4203746234628618
mlp,true,true,false,FS_R8_1,0.4003322966812934,0.8078576341127923,0.815139693594252,0.3246443184117545
mlp,true,true,false,FS_R9_1,0.518274415817855,0.5382282025355837,0.7885600668486781,0.3679586157566842
mlp,true,true,false,FS_R10_1,0.6403199695267118,0.4627348427499828,0.7997359983190613,0.418304266701175
mlp,true,true,false,FS_R11_1,0.5938369239160076,0.6296917471516974,0.811720401532768,0.4663230726917634
mlp,true,true,false,FS_R12_1,0.6453774006252792,0.6253305765254604,0.8159185604735796,0.496422296687377
sgd,true,true,false,FS_R4_1,0.35614385614385613,0.6099230111206159,0.7108189405588472,0.32547625405662883
sgd,true,true,false,FS_R5_1,0.3864664549042256,0.6525272224930928,0.7214763422257008,0.3475274370756524
sgd,true,true,false,FS_R6_1,0.34968017057569295,0.6055384615384616,0.697952230941062,0.3050713703499111
sgd,true,true,false,FS_R7_1,0.4040624475407084,0.5803496081977094,0.6945879546952628,0.3327936462370808
sgd,true,true,false,FS_R8_1,0.48343922066920797,0.4906292984869326,0.6655459236070693,0.3293878097608039
sgd,true,true,false,FS_R9_1,0.44489973303532626,0.5573617484638719,0.6636308189008502,0.3017431344606144
sgd,true,true,false,FS_R10_1,0.4276598830183207,0.6088362810542977,0.6731542824340224,0.30282986878985896
sgd,true,true,false,FS_R11_1,0.5351528854435831,0.5749233705395871,0.6979835289239426,0.3867460463385617
sgd,true,true,false,FS_R12_1,0.5798983364140481,0.6034043371640141,0.7167077781556794,0.4281129936205754
rf,true,true,false,FS_R4_1,0.47564194864410847,0.4238665526090676,0.6814018880668612,0.36033863795287496
rf,true,true,false,FS_R5_1,0.6923076923076923,0.7401267674305217,0.8539496783063212,0.6555195048913023
rf,true,true,false,FS_R6_1,0.7191805439079909,0.9235384615384615,0.9622430441429811,0.7676472836650561
rf,true,true,false,FS_R7_1,0.7471130292779657,0.7721518987341772,0.8947114501552993,0.7046065836998134
rf,true,true,false,FS_R8_1,0.7018996165911467,0.6924862448418156,0.8419969386379166,0.6058112586126867
rf,true,true,false,FS_R9_1,0.8262571069925423,0.8703430038111535,0.9368108924063007,0.7955857632457537
rf,true,true,false,FS_R10_1,0.7876282250543986,0.8718601610350286,0.9270674333228401,0.7682724788071889
rf,true,true,false,FS_R11_1,0.8406292346668238,0.8251691631484588,0.9023376686829401,0.7736742479902698
rf,true,true,false,FS_R12_1,0.8694626743232158,0.815406068182911,0.910321628594165,0.7826682921990826
