release,class,method,path,loc,wmc,assignmentsQty,mathOperationsQty,qtyTryCatch,qtyReturn,fanin,fanout,age,nAuth,nr,nSmell,buggy
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/Auditor/java.java,startAudit/1[boolean],org.apache.bookkeeper.replication.Auditor.startAudit/1[boolean],19,5,1,0,1,0,1,2,4,1,3,1,false
4.2.0,org/apache/bookkeeper/tools/cli/commands/bookie/ReadLogCommand.java,"readLog/2[org.apache.bookkeeper.tools.cli.commands.bookie.ServerConfiguration,org.apache.bookkeeper.tools.cli.commands.bookie.ReadLogCommand.ReadLogFlags]","org.apache.bookkeeper.tools.cli.commands.bookie.ReadLogCommand.readLog/2[org.apache.bookkeeper.tools.cli.commands.bookie.ServerConfiguration,org.apache.bookkeeper.tools.cli.commands.bookie.ReadLogCommand.ReadLogFlags]",32,8,9,0,0,3,1,3,-1,-1,0,2,false
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator/java.java,acquire/1[int],org.apache.bookkeeper.client.LedgerFragmentReplicator.Throttler.acquire/1[int],3,1,0,0,0,0,1,0,152,1,3,0,false
4.2.0,org/apache/bookkeeper/bookie/storage/ldb/WriteCache.java,"put/3[long,long,org.apache.bookkeeper.bookie.storage.ldb.ByteBuf]","org.apache.bookkeeper.bookie.storage.ldb.WriteCache.put/3[long,long,org.apache.bookkeeper.bookie.storage.ldb.ByteBuf]",35,7,6,3,0,2,2,3,-1,-1,0,0,false
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory/java.java,"complete/3[int,java.lang.Void,java.lang.Object]",".complete/3[int,java.lang.Void,java.lang.Object]",13,3,0,0,0,0,0,0,37,1,1,3,false
4.2.0,org/apache/bookkeeper/client/EnsemblePlacementPolicy.java,"newEnsemble/5[int,int,int,java.util.Map<java.lang.String,byte[]>,java.util.Set<org.apache.bookkeeper.client.BookieId>]","org.apache.bookkeeper.client.EnsemblePlacementPolicy.newEnsemble/5[int,int,int,java.util.Map<java.lang.String,byte[]>,java.util.Set<org.apache.bookkeeper.client.BookieId>]",1,1,0,0,0,0,0,0,-1,-1,0,0,false
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration/java.java,setLedgerManagerFactoryClass/1[java.lang.Class<? extends org.apache.bookkeeper.conf.LedgerManagerFactory>],org.apache.bookkeeper.conf.AbstractConfiguration.setLedgerManagerFactoryClass/1[java.lang.Class<? extends org.apache.bookkeeper.conf.LedgerManagerFactory>],3,1,0,0,0,0,0,0,441,2,5,0,false
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieNettyServer/java.java,close/0,org.apache.bookkeeper.proto.BookieNettyServer.CleanupChannelGroup.close/0,4,1,0,0,0,1,0,0,42,1,1,0,false
4.2.0,org/apache/bookkeeper/bookie/storage/ldb/DbLedgerStorage.java,"readLedgerIndexEntries/3[long,org.apache.bookkeeper.conf.ServerConfiguration,org.apache.bookkeeper.bookie.storage.ldb.LedgerLoggerProcessor]","org.apache.bookkeeper.bookie.storage.ldb.DbLedgerStorage.readLedgerIndexEntries/3[long,org.apache.bookkeeper.conf.ServerConfiguration,org.apache.bookkeeper.bookie.storage.ldb.LedgerLoggerProcessor]",24,3,10,1,1,0,0,7,-1,-1,0,3,false
4.2.0,org/apache/bookkeeper/bookie/storage/EntryLogIdsImpl.java,findLargestGap/1[java.util.List<java.lang.Integer>],org.apache.bookkeeper.bookie.storage.EntryLogIdsImpl.findLargestGap/1[java.util.List<java.lang.Integer>],24,5,12,4,0,2,1,0,-1,-1,0,0,false
