Classifier,feature selection,sampling,cost sensitive,precision,recall,auc,kappa
mlp,true,true,false,0.8875423081122393,0.6976484723652592,0.7082831641410426,0.3229057746912715
mlp,true,true,false,0.8832983063419458,0.9076473577235772,0.6924121275405202,0.44241664753856363
mlp,true,true,false,0.963306152705708,0.41413926807244916,0.7656773686573639,0.15354036276327965
mlp,true,true,false,0.9465001891789633,0.585443482330915,0.76713721318301,0.23301602984120498
mlp,true,true,false,0.79589724287193,0.8335057896033505,0.7125064091077009,0.28010191174889487
mlp,true,true,false,0.8845951629863302,0.4668208092485549,0.7167779581386755,0.23498626666476838
mlp,true,true,false,0.8693060876968923,0.5666188780465246,0.7556348813032002,0.31727344867619406
mlp,true,true,false,0.7396790447558962,0.6742704955998148,0.5440807302057069,0.1030118026541132
mlp,true,true,false,0.9205884356058026,0.48750315576874526,0.7657089534396546,0.30472868324885816
mlp,true,true,false,0.80834607012181,0.5730750287309144,0.6826947646596985,0.26518455529669716
sgd,true,true,false,0.9277525993068515,0.5973223480947477,0.7212326026188024,0.3127457389761065
sgd,true,true,false,0.9579929988331388,0.36502794715447157,0.6502311142382657,0.15496405027745203
sgd,true,true,false,0.9158214130905938,0.5611090455197323,0.6487326384264424,0.16559927225644694
sgd,true,true,false,0.8862158303812193,0.7845073718698806,0.6344673898161095,0.21752502837184334
sgd,true,true,false,0.7897100272297329,0.8145355999014535,0.6209774773700816,0.24835635953495533
sgd,true,true,false,0.8515016685205784,0.42478612716763003,0.6209547074194315,0.17683646759295543
sgd,true,true,false,0.8426050545835203,0.5211580261758313,0.6550017234901626,0.2534806558412295
sgd,true,true,false,0.7888031296257136,0.5759224949822449,0.6044012401395327,0.17600775469238103
sgd,true,true,false,0.855141171512853,0.58549428355033,0.6817974120890519,0.3042437852902931
sgd,true,true,false,0.7850797444023067,0.49620751929075685,0.6132162474184466,0.19166503766773252
rf,true,true,false,0.0,0.0,0.0,0.0
rf,true,true,false,0.0,0.0,0.0,0.0
rf,true,true,false,0.0,0.0,0.0,0.0
rf,true,true,false,0.965226480836237,0.6483032997893752,0.84066788251881,0.3154571476085365
rf,true,true,false,0.8415108545614255,0.6608524267060852,0.7581911761199723,0.2825529099354434
rf,true,true,false,0.0,0.0,0.0,0.0
rf,true,true,false,0.0,0.0,0.0,0.0
rf,true,true,false,0.0,0.0,0.0,0.0
rf,true,true,false,0.0,0.0,0.0,0.0
rf,true,true,false,0.0,0.0,0.0,0.0
