release,method,path,loc,wmc,assignmentsQty,mathOperationsQty,qtyTryCatch,qtyReturn,fanin,fanout,age,nAuth,nr,nSmell,buggy
0.9.0,getProperties,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/JDBCBrokerFactory.java,12,2,4,1,1,1,0,2,37,2,2,5,false
0.9.0,isAggregate,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/QueryCacheStoreQuery.java,3,1,0,0,0,1,0,1,45,2,7,0,false
0.9.0,length,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Math.java,3,1,0,0,0,1,0,0,37,2,4,0,false
0.9.0,groupByPackage,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/CFMetaDataSerializer.java,17,3,6,0,0,1,0,1,0,1,5,0,false
0.9.0,setCatalog,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingConnection.java,3,1,0,0,0,0,0,0,0,1,7,0,false
0.9.0,getDeclaredPrimaryKeyFields,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/ApplicationIdTool.java,7,4,3,0,0,2,7,0,45,2,6,0,false
0.9.0,transformToVersionSafePCDatas,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DataCacheStoreManager.java,10,4,3,0,0,0,1,2,45,4,9,2,false
0.9.0,getIgnoreUnmapped,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/ClassTableJDBCSeq.java,3,1,0,0,0,1,0,0,37,2,3,0,false
0.9.0,proxyDetachedDeserialized,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/StateManagerImpl.java,3,1,0,0,0,0,0,0,45,3,13,0,false
0.9.0,getCodeFormat,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/ApplicationIdTool.java,3,1,0,0,0,1,0,0,45,2,6,0,false
0.9.0,thirdChild,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/jpql/JPQLExpressionBuilder.java,3,1,0,0,0,1,1,0,45,2,8,0,false
0.9.0,getContext,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AbstractStoreQuery.java,3,1,0,0,0,1,3,0,45,2,4,0,false
0.9.0,traverseJDBC,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/JDBCFetchConfigurationImpl.java,3,1,0,0,0,1,0,1,37,3,6,0,false
0.9.0,supportsResultSetType,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/BrokerImpl.java,3,1,0,0,0,1,0,0,45,3,11,0,false
0.9.0,setLevel,openjpa-kernel/src/main/java/org/apache/openjpa/event/LogOrphanedKeyAction.java,3,1,1,0,0,0,0,1,45,1,4,0,false
0.9.0,setSource,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/QueryResultMapping.java,5,1,3,0,0,0,1,0,37,1,2,0,false
0.9.0,getDelegate,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/QueryCacheStoreQuery.java,3,1,0,0,0,1,6,0,45,2,7,0,false
0.9.0,settingLongField,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DetachedStateManager.java,13,3,1,0,1,1,0,3,45,3,7,0,false
0.9.0,hasLoadListeners,openjpa-kernel/src/main/java/org/apache/openjpa/event/LifecycleEventManager.java,3,1,0,0,0,1,0,2,45,1,5,0,false
0.9.0,getPCSuperclass,openjpa-kernel/src/main/java/org/apache/openjpa/meta/ClassMetaData.java,10,4,2,0,0,1,68,5,45,3,8,0,false
0.9.0,persist,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/EntityManagerImpl.java,3,1,0,0,0,0,0,4,45,2,7,0,false
0.9.0,reset,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/XMLMetaDataParser.java,9,2,5,0,0,0,1,2,0,2,9,0,false
0.9.0,addBasicAttributes,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/XMLPersistenceMetaDataSerializer.java,4,3,0,0,0,0,1,0,45,2,6,0,false
0.9.0,areRemoteEventsEnabled,openjpa-kernel/src/main/java/org/apache/openjpa/event/RemoteCommitEventManager.java,3,2,0,0,0,1,1,0,45,1,4,0,false
0.9.0,setProxyManager,openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAConfiguration.java,1,1,0,0,0,0,0,0,45,3,8,0,false
0.9.0,getSQLValue,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/ConstGetObjectId.java,3,1,0,0,0,1,0,0,37,2,2,0,false
0.9.0,setObjectId,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/StateManagerImpl.java,4,3,1,0,0,0,3,1,45,3,13,0,false
0.9.0,info,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/AbstractLog.java,3,1,0,0,0,0,0,2,0,1,6,0,false
0.9.0,list,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/ExtentImpl.java,11,2,2,0,1,1,0,2,45,2,5,0,false
0.9.0,settingDoubleField,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/StateManagerImpl.java,16,5,1,0,1,1,2,6,45,3,13,0,false
0.9.0,clearWarnings,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingConnection.java,3,1,0,0,0,0,2,0,0,1,7,0,false
0.9.0,getMetaData,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/OpenJPAStateManager.java,1,1,0,0,0,0,24,0,45,2,5,0,false
0.9.0,getJtaDataSource,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceUnitInfoImpl.java,3,1,0,0,0,1,0,0,45,1,7,0,false
0.9.0,getJarFileUrls,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceUnitInfoImpl.java,3,2,0,0,0,1,0,0,45,1,7,0,false
0.9.0,getJDBCLog,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DataSourceLogs.java,3,2,0,0,0,1,1,1,0,1,5,1,false
0.9.0,getInnermostDelegate,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingDataSource.java,3,2,0,0,0,1,8,1,0,1,5,0,false
0.9.0,isAggregate,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/UnaryOp.java,3,1,0,0,0,1,2,0,37,2,5,0,false
0.9.0,fireEvent,openjpa-kernel/src/main/java/org/apache/openjpa/event/LifecycleEventManager.java,109,71,15,0,1,10,4,4,45,1,5,0,false
0.9.0,setImplicitContainsTypes,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/AbstractExpressionBuilder.java,28,10,3,0,0,0,5,6,45,2,7,9,false
0.9.0,flush,openjpa-kernel/src/main/java/org/apache/openjpa/abstractstore/AbstractStoreManager.java,18,14,7,0,0,2,0,3,45,3,6,1,false
